P1_tau_organik,P2_tau_cara,P3_tau_dampak,S1_rasa_jwb,S2_percaya_penting,S3_sekitar_milah,PK1_niat_rutin,PK2_sering_milah,PK3_ikut_kegiatan,PK4_rutin_buang,H1_merepotkan,H2_buang_waktu,H3_fasilitas,H4_lingkungan_dukung,label,label_num
3,3,4,4,5,2,5,4,4,4,1,0,0,1,sudah_memilah,1
4,4,5,4,4,1,5,2,5,1,1,0,0,0,sudah_memilah,1
5,5,4,3,4,1,4,1,3,1,1,0,0,0,sudah_memilah,1
3,3,3,2,2,1,2,1,1,1,1,0,0,0,belum_memilah,0
5,4,5,4,5,4,5,2,3,3,0,0,0,0,sudah_memilah,1
4,2,1,5,5,1,4,1,4,2,0,1,0,0,belum_memilah,0
5,4,4,5,5,2,5,4,3,3,1,0,0,0,sudah_memilah,1
4,5,4,5,5,5,3,3,3,3,0,1,0,0,sudah_memilah,1
3,3,4,4,5,2,5,4,4,4,0,1,0,1,sudah_memilah,1
5,5,5,4,4,2,4,1,3,1,0,0,1,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,0,0,0,0,belum_memilah,0
5,5,5,4,4,2,4,1,3,1,0,1,0,0,sudah_memilah,1
5,5,4,3,4,1,4,1,3,2,1,0,0,0,sudah_memilah,1
4,2,3,3,5,4,4,4,3,4,0,0,0,0,sudah_memilah,1
5,4,4,3,4,2,4,1,1,1,1,0,0,0,sudah_memilah,1
5,4,5,3,4,1,5,1,5,1,0,1,0,0,sudah_memilah,1
3,3,4,4,5,2,5,4,4,4,0,0,0,1,sudah_memilah,1
5,4,5,5,5,2,4,3,5,3,1,1,0,0,sudah_memilah,1
5,4,4,3,3,3,5,2,1,1,1,0,0,0,sudah_memilah,1
3,3,4,4,4,2,4,1,1,2,1,1,0,0,belum_memilah,0
5,5,5,4,4,2,4,1,3,1,0,0,0,1,sudah_memilah,1
5,4,5,4,5,4,5,2,3,3,0,0,0,0,sudah_memilah,1
5,3,5,5,5,1,1,1,2,2,0,1,0,0,belum_memilah,0
5,5,5,4,4,3,5,3,4,5,1,0,0,1,sudah_memilah,1
4,4,3,5,4,1,3,3,2,4,1,0,0,0,belum_memilah,0
3,3,3,4,4,2,5,1,1,1,1,1,0,0,belum_memilah,0
5,3,5,5,5,1,1,1,2,1,1,0,0,1,belum_memilah,0
5,4,5,4,5,4,5,2,3,3,1,1,1,0,sudah_memilah,1
5,3,5,5,5,1,1,1,2,1,0,0,0,1,belum_memilah,0
5,4,5,4,4,3,4,3,4,3,0,1,0,0,sudah_memilah,1
5,5,5,4,4,4,5,3,4,5,0,1,0,1,sudah_memilah,1
5,5,5,4,3,3,5,3,4,5,0,1,0,0,sudah_memilah,1
2,2,3,3,3,4,3,2,1,2,0,1,0,0,belum_memilah,0
3,3,5,5,5,4,5,2,2,2,0,0,0,1,sudah_memilah,1
5,5,5,4,4,2,4,1,3,2,0,0,0,1,sudah_memilah,1
2,3,2,4,2,2,2,1,2,1,0,0,0,0,belum_memilah,0
5,4,5,5,5,2,4,3,5,3,0,0,0,1,sudah_memilah,1
4,4,5,4,4,1,5,2,5,1,0,1,0,1,sudah_memilah,1
3,3,4,5,5,2,5,1,1,1,0,1,0,0,belum_memilah,0
5,4,4,5,5,1,5,4,3,3,0,1,1,1,sudah_memilah,1
2,3,2,4,2,2,2,1,2,1,1,0,0,0,belum_memilah,0
4,4,5,5,3,2,5,1,1,1,0,0,0,1,sudah_memilah,1
5,4,5,3,4,1,5,1,5,2,0,1,0,0,sudah_memilah,1
3,3,4,5,5,2,5,1,1,1,0,0,0,1,belum_memilah,0
5,4,3,4,3,3,1,1,1,1,1,0,0,1,belum_memilah,0
5,5,5,5,5,3,5,5,4,5,1,0,0,1,sudah_memilah,1
5,4,5,4,5,3,5,2,4,3,1,0,0,0,sudah_memilah,1
4,2,3,3,5,3,4,4,3,4,0,1,0,0,sudah_memilah,1
5,2,4,3,2,1,3,1,1,1,0,0,0,0,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,1,0,0,1,belum_memilah,0
5,3,5,5,5,1,1,1,2,1,1,0,0,1,belum_memilah,0
5,4,4,3,3,1,4,1,5,1,0,0,0,1,belum_memilah,0
5,5,5,5,5,4,5,5,4,5,0,0,0,1,sudah_memilah,1
5,5,4,3,4,2,4,1,1,1,0,0,0,1,sudah_memilah,1
3,3,3,4,4,2,5,1,1,1,1,0,0,0,belum_memilah,0
4,3,4,5,4,1,1,2,2,2,1,1,0,0,belum_memilah,0
5,5,5,4,4,3,5,3,4,5,0,0,0,1,sudah_memilah,1
5,4,5,4,4,1,5,2,5,1,1,1,0,1,sudah_memilah,1
5,4,5,4,4,2,4,3,4,3,0,0,0,0,sudah_memilah,1
5,4,5,4,5,4,5,2,4,3,0,1,0,0,sudah_memilah,1
4,4,5,4,5,1,5,2,5,1,0,1,1,1,sudah_memilah,1
5,4,5,3,4,1,5,1,5,1,1,0,0,1,sudah_memilah,1
5,4,5,4,4,2,4,1,3,1,1,0,1,0,sudah_memilah,1
5,5,5,4,4,1,5,1,5,1,0,0,0,0,sudah_memilah,1
5,4,5,5,5,2,4,3,5,3,1,0,0,1,sudah_memilah,1
5,4,5,4,4,2,4,1,3,1,1,0,0,1,sudah_memilah,1
5,4,4,3,4,2,4,1,1,1,0,1,0,0,sudah_memilah,1
5,5,4,4,5,5,5,4,4,5,0,0,0,0,sudah_memilah,1
5,4,4,5,4,4,3,3,2,5,0,0,0,1,sudah_memilah,1
5,5,4,5,5,5,5,4,4,5,0,0,0,1,sudah_memilah,1
3,3,3,4,4,2,5,1,1,1,1,1,1,1,belum_memilah,0
2,3,2,4,2,2,2,1,2,1,0,0,0,1,belum_memilah,0
3,3,5,5,5,4,5,2,2,2,0,1,0,0,sudah_memilah,1
3,2,4,5,5,2,4,1,1,1,1,0,0,0,belum_memilah,0
5,4,5,4,4,2,4,3,4,3,1,0,0,1,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,0,0,0,0,belum_memilah,0
5,5,4,4,5,5,5,4,4,5,1,1,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,0,0,0,1,belum_memilah,0
5,5,4,4,5,5,5,3,4,5,0,0,0,1,sudah_memilah,1
5,4,5,4,5,4,5,2,3,3,0,0,0,1,sudah_memilah,1
5,5,5,4,5,1,5,1,5,1,0,0,0,0,sudah_memilah,1
4,4,5,5,3,2,5,1,1,1,0,0,0,1,sudah_memilah,1
4,4,4,5,4,4,3,3,2,5,1,0,1,0,sudah_memilah,1
5,5,5,4,5,3,5,3,4,5,1,0,0,0,sudah_memilah,1
5,3,5,5,5,1,1,1,1,1,0,1,0,1,belum_memilah,0
5,4,4,3,3,3,5,2,1,1,0,0,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,0,1,0,0,belum_memilah,0
4,2,3,3,5,4,4,4,3,4,0,1,0,0,sudah_memilah,1
5,5,5,5,5,4,5,5,4,5,1,1,0,0,sudah_memilah,1
3,3,5,5,5,4,5,2,2,2,0,1,0,0,sudah_memilah,1
3,3,3,4,4,2,4,1,1,1,0,0,0,0,belum_memilah,0
5,5,4,4,5,5,5,4,4,5,0,0,0,0,sudah_memilah,1
4,4,5,5,3,2,5,1,1,1,1,0,0,1,sudah_memilah,1
4,4,3,4,4,1,3,3,2,4,0,0,0,1,belum_memilah,0
5,3,5,5,5,1,1,1,2,1,0,0,0,0,belum_memilah,0
5,4,5,4,4,2,4,1,3,1,1,1,0,0,sudah_memilah,1
2,2,4,2,2,1,2,1,1,1,1,1,0,1,belum_memilah,0
5,4,5,5,5,2,4,3,5,3,0,1,0,1,sudah_memilah,1
5,5,5,4,4,2,4,1,3,1,0,0,0,0,sudah_memilah,1
3,3,4,5,5,2,5,1,1,2,0,0,0,1,belum_memilah,0
3,4,4,5,5,2,5,1,1,1,1,0,1,1,belum_memilah,0
3,3,5,5,5,4,5,2,2,2,0,0,0,0,sudah_memilah,1
5,4,4,3,4,2,4,1,1,1,0,0,0,1,sudah_memilah,1
4,2,3,3,5,4,4,4,3,4,0,0,1,0,sudah_memilah,1
5,4,4,3,3,3,5,2,1,1,1,1,0,1,sudah_memilah,1
4,2,3,3,5,4,4,4,3,4,1,0,0,0,sudah_memilah,1
5,4,4,3,4,2,3,1,1,1,1,0,0,0,sudah_memilah,1
5,5,5,4,4,3,5,3,4,5,0,0,0,1,sudah_memilah,1
5,5,5,3,4,1,4,1,3,2,0,0,0,0,sudah_memilah,1
2,1,1,4,5,4,4,1,3,2,1,0,0,1,belum_memilah,0
5,4,4,3,3,3,5,2,1,1,1,0,0,1,sudah_memilah,1
4,2,3,3,5,4,4,4,3,4,0,1,0,0,sudah_memilah,1
4,5,4,5,5,5,3,3,3,3,0,0,1,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,2,1,0,0,1,belum_memilah,0
4,4,5,4,5,1,5,2,5,1,1,0,1,1,sudah_memilah,1
2,1,1,4,5,4,4,1,4,2,0,0,0,0,belum_memilah,0
4,2,1,5,5,1,4,2,3,1,1,1,0,1,belum_memilah,0
4,4,5,5,3,2,5,1,1,1,0,0,0,0,sudah_memilah,1
4,4,4,3,4,1,4,1,3,2,0,0,0,1,sudah_memilah,1
2,3,2,4,2,2,2,1,2,1,0,0,0,0,belum_memilah,0
2,2,3,3,3,4,3,3,1,2,0,0,0,0,belum_memilah,0
3,3,4,4,4,2,4,1,1,1,0,0,0,1,belum_memilah,0
5,5,4,3,4,1,4,1,3,2,0,1,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,1,1,0,0,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,0,1,0,1,belum_memilah,0
4,4,5,4,4,1,5,2,5,1,1,0,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,1,0,0,0,belum_memilah,0
5,3,5,5,5,1,1,1,2,1,0,0,0,0,belum_memilah,0
3,4,5,5,5,1,3,1,1,1,1,0,0,0,belum_memilah,0
5,5,5,4,4,3,5,3,4,5,0,0,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,1,1,0,1,belum_memilah,0
5,5,4,3,4,1,4,1,3,2,0,0,0,0,sudah_memilah,1
2,2,3,2,3,1,2,1,1,1,0,0,0,0,belum_memilah,0
2,2,3,2,3,4,3,2,1,2,0,1,0,0,belum_memilah,0
3,4,3,2,2,1,3,1,1,1,0,0,0,1,belum_memilah,0
4,1,1,5,5,1,4,2,4,2,0,0,0,0,belum_memilah,0
5,4,5,5,5,2,4,3,5,3,0,0,0,1,sudah_memilah,1
2,1,1,4,5,4,4,1,3,2,0,1,0,1,belum_memilah,0
5,5,5,5,5,5,5,5,4,5,1,0,0,0,sudah_memilah,1
4,5,4,5,5,5,3,3,3,3,1,1,0,1,sudah_memilah,1
5,5,5,5,5,4,5,5,4,5,0,0,1,0,sudah_memilah,1
5,4,4,3,3,3,5,2,1,1,1,0,1,0,sudah_memilah,1
3,2,5,5,4,1,1,2,2,2,1,0,1,1,belum_memilah,0
5,4,5,4,5,4,5,2,3,3,0,1,0,1,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,1,1,0,0,belum_memilah,0
4,4,3,5,4,1,3,3,2,3,0,0,0,1,belum_memilah,0
5,4,3,4,3,3,1,1,1,1,0,0,0,0,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,1,1,0,1,belum_memilah,0
4,2,1,5,5,1,4,2,4,2,1,0,0,1,belum_memilah,0
4,2,4,5,4,1,1,2,2,2,0,1,0,0,belum_memilah,0
4,4,5,4,4,1,5,1,5,1,0,0,1,1,sudah_memilah,1
5,3,5,5,5,1,2,1,2,1,1,1,1,0,belum_memilah,0
5,5,4,3,4,2,4,1,1,1,1,0,0,0,sudah_memilah,1
5,4,3,4,3,3,1,1,1,2,1,0,1,1,belum_memilah,0
4,4,5,5,3,2,5,1,2,1,1,0,0,0,sudah_memilah,1
2,2,3,3,3,4,3,2,2,2,0,0,0,0,belum_memilah,0
5,5,5,4,4,2,4,1,2,1,0,0,0,0,sudah_memilah,1
5,4,5,4,5,4,5,2,3,3,0,0,0,0,sudah_memilah,1
4,4,5,5,3,2,5,1,2,1,0,0,0,0,sudah_memilah,1
4,4,3,5,4,1,3,3,2,3,1,0,0,1,belum_memilah,0
5,4,4,5,4,4,3,3,3,5,0,1,0,0,sudah_memilah,1
5,2,4,3,2,1,3,1,1,1,1,0,0,1,belum_memilah,0
4,4,4,4,4,1,5,2,5,1,0,0,0,0,sudah_memilah,1
2,1,1,4,5,4,4,1,2,2,0,0,0,0,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,0,0,1,0,belum_memilah,0
5,4,4,5,4,4,3,3,2,5,0,0,0,0,sudah_memilah,1
4,4,5,5,3,2,5,1,1,1,0,1,0,0,sudah_memilah,1
5,4,4,5,4,4,3,3,2,5,0,1,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,0,1,0,0,belum_memilah,0
2,3,2,4,2,2,1,1,2,1,0,0,0,1,belum_memilah,0
4,2,1,5,5,1,4,2,4,1,0,0,0,1,belum_memilah,0
5,5,5,5,5,4,5,5,4,5,0,0,0,0,sudah_memilah,1
5,4,4,5,4,5,3,3,2,5,0,0,0,0,sudah_memilah,1
5,5,3,4,3,3,1,1,1,1,0,1,0,0,belum_memilah,0
5,4,4,5,4,4,3,3,2,5,0,1,0,1,sudah_memilah,1
2,3,2,4,2,2,2,1,2,1,0,0,0,0,belum_memilah,0
4,2,3,3,5,4,4,4,3,4,0,1,0,0,sudah_memilah,1
5,5,5,4,4,3,5,3,4,5,0,0,0,0,sudah_memilah,1
5,3,5,5,5,1,1,1,2,1,0,0,0,0,belum_memilah,0
5,4,5,4,5,4,5,2,3,3,0,1,0,1,sudah_memilah,1
3,3,4,5,5,2,5,1,1,1,0,0,0,0,belum_memilah,0
3,3,3,2,2,2,3,1,1,1,0,0,0,1,belum_memilah,0
5,4,5,3,4,1,5,1,5,2,0,1,1,1,sudah_memilah,1
4,5,4,5,5,5,3,3,3,3,1,1,0,1,sudah_memilah,1
3,3,4,4,5,2,5,4,4,4,0,1,1,1,sudah_memilah,1
3,3,3,4,4,2,5,1,1,1,0,0,0,0,belum_memilah,0
2,4,2,4,2,2,2,1,3,1,1,0,0,0,belum_memilah,0
2,1,1,4,5,4,4,1,3,2,1,0,0,1,belum_memilah,0
5,5,5,5,5,4,5,5,4,5,0,1,0,0,sudah_memilah,1
4,4,5,4,4,1,5,2,5,1,0,1,0,1,sudah_memilah,1
2,3,2,4,2,2,2,1,2,1,0,0,0,1,belum_memilah,0
4,4,3,5,4,1,3,3,2,3,0,1,0,0,belum_memilah,0
2,2,3,2,3,4,3,2,1,2,0,1,0,0,belum_memilah,0
3,4,3,2,2,2,3,1,1,1,1,1,0,0,belum_memilah,0
5,4,5,5,5,1,1,1,2,2,0,0,0,0,belum_memilah,0
5,4,5,5,5,2,4,4,5,3,1,0,0,0,sudah_memilah,1
5,5,4,4,5,5,5,4,3,5,0,1,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,0,1,0,0,belum_memilah,0
5,4,5,4,5,5,5,2,3,3,0,1,0,0,sudah_memilah,1
2,3,2,4,2,2,2,1,2,1,0,0,1,0,belum_memilah,0
4,4,3,5,4,1,3,3,2,3,1,0,0,1,belum_memilah,0
5,4,4,3,3,1,4,1,5,1,0,0,0,0,belum_memilah,0
5,4,5,5,5,2,4,3,5,3,0,0,0,1,sudah_memilah,1
4,2,4,5,4,1,1,2,2,2,0,0,0,0,belum_memilah,0
2,1,1,4,5,4,4,1,3,2,0,1,0,1,belum_memilah,0
3,3,4,4,4,2,4,1,1,1,0,1,0,1,belum_memilah,0
3,3,5,5,5,4,5,2,2,1,1,1,0,0,sudah_memilah,1
5,5,5,4,4,2,4,1,3,1,0,0,0,0,sudah_memilah,1
5,4,4,5,5,2,5,4,3,3,0,0,0,0,sudah_memilah,1
4,2,3,3,5,4,4,4,3,4,0,1,0,0,sudah_memilah,1
2,2,3,3,3,4,3,2,1,2,0,0,0,0,belum_memilah,0
5,4,5,3,4,1,5,1,5,1,0,0,0,0,sudah_memilah,1
5,4,5,3,4,1,5,1,5,1,0,0,0,0,sudah_memilah,1
5,5,4,4,5,5,5,4,4,5,0,0,0,0,sudah_memilah,1
5,3,3,5,4,1,3,3,2,3,0,0,0,1,belum_memilah,0
5,4,5,4,4,2,4,3,4,3,0,0,0,1,sudah_memilah,1
5,4,4,5,5,2,5,4,3,3,1,0,0,0,sudah_memilah,1
4,4,4,3,3,3,5,2,1,1,0,0,0,0,sudah_memilah,1
4,4,4,4,4,2,4,1,4,4,0,1,0,1,sudah_memilah,1
2,2,4,2,3,1,2,1,1,1,0,1,0,0,belum_memilah,0
5,4,4,5,4,4,3,3,2,4,1,1,0,0,sudah_memilah,1
4,4,5,5,3,2,5,1,1,1,0,0,0,0,sudah_memilah,1
4,4,3,5,4,1,3,3,2,3,0,1,0,0,belum_memilah,0
4,2,3,3,5,4,4,4,3,4,0,0,0,0,sudah_memilah,1
5,5,4,4,5,5,5,4,4,5,1,1,0,0,sudah_memilah,1
4,2,4,5,4,1,1,2,1,2,1,1,0,1,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,0,0,0,1,belum_memilah,0
4,2,3,3,5,4,4,4,3,4,1,0,0,0,sudah_memilah,1
5,4,5,4,4,2,4,3,4,3,0,1,1,0,sudah_memilah,1
5,4,4,4,4,2,4,1,4,4,0,0,0,0,sudah_memilah,1
3,3,4,5,5,2,5,1,1,1,1,0,0,1,belum_memilah,0
2,2,4,2,3,1,2,1,1,1,0,1,0,1,belum_memilah,0
4,4,3,5,4,1,3,3,2,3,0,0,0,0,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,0,1,0,1,belum_memilah,0
4,3,3,4,4,2,5,1,1,1,1,1,0,1,belum_memilah,0
5,3,4,5,5,1,1,1,2,1,0,0,0,1,belum_memilah,0
5,5,4,4,5,5,5,4,3,5,1,0,0,1,sudah_memilah,1
3,4,5,5,5,1,3,1,1,1,0,0,0,0,belum_memilah,0
5,3,5,5,5,1,1,1,2,1,0,1,0,0,belum_memilah,0
5,5,5,4,4,1,5,1,5,1,0,0,1,0,sudah_memilah,1
3,4,5,5,5,1,3,1,1,1,1,1,0,0,belum_memilah,0
2,2,3,3,3,4,3,2,1,2,0,1,1,0,belum_memilah,0
5,5,3,4,3,3,1,1,1,1,0,0,0,0,belum_memilah,0
5,4,4,5,5,2,5,5,3,3,0,0,0,0,sudah_memilah,1
4,4,3,5,4,1,3,3,2,3,1,0,1,1,belum_memilah,0
4,2,3,3,5,4,4,4,3,4,0,0,0,0,sudah_memilah,1
3,3,3,2,2,2,2,1,1,1,1,0,0,0,belum_memilah,0
5,5,4,4,4,3,5,3,4,5,0,0,0,1,sudah_memilah,1
5,4,4,3,3,3,5,2,1,1,1,0,0,0,sudah_memilah,1
3,3,3,4,4,2,5,1,1,1,0,1,0,1,belum_memilah,0
2,3,2,4,2,2,2,1,2,1,0,0,0,0,belum_memilah,0
2,2,4,2,3,1,1,1,1,1,1,1,0,0,belum_memilah,0
4,3,4,5,4,1,1,2,2,2,0,0,0,0,belum_memilah,0
2,1,1,4,5,4,4,1,3,2,1,0,1,1,belum_memilah,0
3,3,3,2,2,2,2,1,1,1,0,0,0,0,belum_memilah,0
3,3,4,5,5,1,5,1,2,1,1,0,0,0,belum_memilah,0
2,1,1,4,5,4,4,1,3,2,1,0,0,0,belum_memilah,0
3,3,5,5,5,4,5,2,2,2,0,0,0,1,sudah_memilah,1
5,3,5,5,5,2,1,1,1,1,0,0,0,0,belum_memilah,0
4,2,3,3,5,4,4,4,3,4,0,0,0,0,sudah_memilah,1
5,4,3,4,3,3,1,1,1,1,0,1,0,0,belum_memilah,0
2,3,2,5,2,2,2,1,2,1,0,1,0,0,belum_memilah,0
2,3,2,4,2,2,2,1,2,1,1,0,0,0,belum_memilah,0
5,5,5,4,4,3,5,3,4,5,1,0,1,1,sudah_memilah,1
5,3,5,5,5,1,1,1,2,1,0,1,0,0,belum_memilah,0
4,3,4,5,5,2,5,1,1,1,1,0,0,1,belum_memilah,0
